teen-median,teen-p1,teen-p2,time,date,hosp_pred
24.0,16.0,38.0,2021-04-09,2021-04-09,18.0
25.0,14.475,36.52499999999999,2021-04-10,2021-04-10,4.0
23.0,12.475,33.0,2021-04-11,2021-04-11,8.0
21.0,12.475,32.0,2021-04-12,2021-04-12,14.0
18.5,10.0,28.0,2021-04-13,2021-04-13,11.0
18.0,9.475,25.0,2021-04-14,2021-04-14,8.0
15.0,8.0,26.09999999999997,2021-04-15,2021-04-15,7.0
14.0,7.0,25.0,2021-04-16,2021-04-16,5.0
12.0,4.95,19.52499999999999,2021-04-17,2021-04-17,9.0
11.0,4.95,21.0,2021-04-18,2021-04-18,7.0
10.0,5.0,17.52499999999999,2021-04-19,2021-04-19,7.0
9.0,4.0,18.049999999999983,2021-04-20,2021-04-20,10.0
10.0,3.475,15.0,2021-04-21,2021-04-21,13.0
8.0,3.0,15.524999999999991,2021-04-22,2021-04-22,7.0
8.0,3.0,13.0,2021-04-23,2021-04-23,14.0
7.0,4.0,14.524999999999991,2021-04-24,2021-04-24,6.0
7.0,3.0,13.524999999999991,2021-04-25,2021-04-25,9.0
7.0,2.0,13.0,2021-04-26,2021-04-26,13.0
6.0,2.0,12.0,2021-04-27,2021-04-27,17.0
6.0,1.475,12.0,2021-04-28,2021-04-28,13.0
6.0,1.0,11.524999999999991,2021-04-29,2021-04-29,9.0
5.0,1.475,11.524999999999991,2021-04-30,2021-04-30,14.0
5.0,2.0,10.524999999999991,2021-05-01,2021-05-01,4.0
5.0,1.0,10.0,2021-05-02,2021-05-02,6.0
5.0,1.0,10.0,2021-05-03,2021-05-03,13.0
5.0,1.0,9.0,2021-05-04,2021-05-04,8.0
5.0,1.0,10.0,2021-05-05,2021-05-05,11.0
5.0,1.0,10.0,2021-05-06,2021-05-06,12.0
4.0,1.0,10.0,2021-05-07,2021-05-07,9.0
4.0,1.0,8.524999999999991,2021-05-08,2021-05-08,9.0
4.0,0.4750000000000001,9.0,2021-05-09,2021-05-09,4.0
5.0,1.0,11.0,2021-05-10,2021-05-10,7.0
4.0,1.0,11.049999999999985,2021-05-11,2021-05-11,9.0
5.0,1.0,10.0,2021-05-12,2021-05-12,4.0
5.0,1.0,10.524999999999991,2021-05-13,2021-05-13,4.0
5.0,1.0,11.0,2021-05-14,2021-05-14,3.0
5.0,1.0,10.524999999999991,2021-05-15,2021-05-15,2.0
5.5,2.0,12.0,2021-05-16,2021-05-16,5.0
5.0,1.0,12.524999999999991,2021-05-17,2021-05-17,5.0
5.0,1.0,12.0,2021-05-18,2021-05-18,5.0
6.0,1.475,13.524999999999991,2021-05-19,2021-05-19,7.0
6.0,2.0,13.0,2021-05-20,2021-05-20,8.0
5.0,1.0,14.099999999999966,2021-05-21,2021-05-21,8.0
5.0,2.0,14.0,2021-05-22,2021-05-22,6.0
6.0,2.0,11.0,2021-05-23,2021-05-23,7.0
6.0,1.0,11.524999999999991,2021-05-24,2021-05-24,5.0
5.0,2.0,11.524999999999991,2021-05-25,2021-05-25,5.0
5.5,1.475,12.524999999999991,2021-05-26,2021-05-26,6.0
6.0,1.0,11.524999999999991,2021-05-27,2021-05-27,5.0
6.0,1.0,11.524999999999991,2021-05-28,2021-05-28,5.0
6.0,1.0,12.524999999999991,2021-05-29,2021-05-29,8.0
6.0,1.475,12.524999999999991,2021-05-30,2021-05-30,3.0
6.0,1.0,10.0,2021-05-31,2021-05-31,2.0
5.0,1.0,11.0,2021-06-01,2021-06-01,9.0
6.0,1.475,10.524999999999991,2021-06-02,2021-06-02,9.0
5.0,1.0,12.0,2021-06-03,2021-06-03,5.0
5.0,0.0,10.524999999999991,2021-06-04,2021-06-04,3.0
5.0,1.0,11.524999999999991,2021-06-05,2021-06-05,4.0
5.0,1.475,11.0,2021-06-06,2021-06-06,6.0
5.0,1.0,11.0,2021-06-07,2021-06-07,4.0
4.0,1.0,9.0,2021-06-08,2021-06-08,7.0
5.0,0.4750000000000001,10.0,2021-06-09,2021-06-09,3.0
5.0,1.0,11.524999999999991,2021-06-10,2021-06-10,3.0
4.5,1.0,12.524999999999991,2021-06-11,2021-06-11,2.0
5.0,1.475,9.0,2021-06-12,2021-06-12,1.0
4.0,1.0,11.0,2021-06-13,2021-06-13,2.0
4.0,0.0,9.0,2021-06-14,2021-06-14,2.0
4.0,0.0,9.524999999999991,2021-06-15,2021-06-15,7.0
4.0,1.0,8.524999999999991,2021-06-16,2021-06-16,4.0
4.0,0.0,8.524999999999991,2021-06-17,2021-06-17,1.0
4.0,0.4750000000000001,8.524999999999991,2021-06-18,2021-06-18,3.0
3.5,1.0,9.0,2021-06-19,2021-06-19,3.0
3.0,0.0,8.0,2021-06-20,2021-06-20,3.0
3.0,0.0,8.524999999999991,2021-06-21,2021-06-21,2.0
3.0,0.0,9.0,2021-06-22,2021-06-22,6.0
3.0,0.0,7.0,2021-06-23,2021-06-23,1.0
3.0,0.0,9.0,2021-06-24,2021-06-24,3.0
3.0,0.0,7.0,2021-06-25,2021-06-25,5.0
2.0,0.0,8.0,2021-06-26,2021-06-26,4.0
2.0,0.0,7.0,2021-06-27,2021-06-27,2.0
2.5,0.0,7.0,2021-06-28,2021-06-28,2.0
2.0,0.0,8.0,2021-06-29,2021-06-29,2.0
3.0,0.0,7.524999999999992,2021-06-30,2021-06-30,2.0
3.0,0.0,6.0,2021-07-01,2021-07-01,2.0
3.0,0.0,8.0,2021-07-02,2021-07-02,3.0
3.0,0.0,7.524999999999992,2021-07-03,2021-07-03,0.0
2.0,0.0,6.0,2021-07-04,2021-07-04,5.0
3.0,0.0,8.0,2021-07-05,2021-07-05,1.0
3.0,0.0,7.0,2021-07-06,2021-07-06,4.0
2.0,0.0,9.524999999999991,2021-07-07,2021-07-07,4.0
3.0,0.0,7.0,2021-07-08,2021-07-08,1.0
3.0,0.4750000000000001,7.524999999999992,2021-07-09,2021-07-09,1.0
3.0,0.0,7.049999999999983,2021-07-10,2021-07-10,1.0
3.0,0.0,7.0,2021-07-11,2021-07-11,1.0
2.0,0.4750000000000001,7.0,2021-07-12,2021-07-12,1.0
2.0,0.0,7.049999999999983,2021-07-13,2021-07-13,6.0
2.0,0.0,7.524999999999992,2021-07-14,2021-07-14,2.0
2.0,0.0,6.0,2021-07-15,2021-07-15,2.0
2.0,0.0,5.5249999999999915,2021-07-16,2021-07-16,1.0
2.0,0.0,6.0,2021-07-17,2021-07-17,4.0
2.0,0.0,6.0,2021-07-18,2021-07-18,4.0
2.0,0.0,5.5249999999999915,2021-07-19,2021-07-19,6.0
2.0,0.0,6.5249999999999915,2021-07-20,2021-07-20,3.0
2.0,0.0,6.0,2021-07-21,2021-07-21,5.0
2.0,0.0,7.0,2021-07-22,2021-07-22,5.0
2.0,0.0,9.524999999999991,2021-07-23,2021-07-23,2.0
2.5,0.0,8.524999999999991,2021-07-24,2021-07-24,5.0
3.0,0.0,7.524999999999992,2021-07-25,2021-07-25,9.0
2.0,0.0,9.0,2021-07-26,2021-07-26,8.0
4.0,0.0,10.524999999999991,2021-07-27,2021-07-27,7.0
4.0,0.0,9.524999999999991,2021-07-28,2021-07-28,9.0
3.0,1.0,12.049999999999985,2021-07-29,2021-07-29,4.0
4.0,0.4750000000000001,11.524999999999991,2021-07-30,2021-07-30,2.0
4.0,0.4750000000000001,11.049999999999985,2021-07-31,2021-07-31,8.0
4.0,0.0,12.524999999999991,2021-08-01,2021-08-01,9.0
5.0,1.0,15.0,2021-08-02,2021-08-02,4.0
5.0,1.0,15.574999999999974,2021-08-03,2021-08-03,7.0
5.0,1.0,15.0,2021-08-04,2021-08-04,6.0
6.0,1.0,15.524999999999991,2021-08-05,2021-08-05,9.0
5.0,1.0,17.0,2021-08-06,2021-08-06,7.0
5.0,1.0,15.0,2021-08-07,2021-08-07,10.0
6.0,1.0,16.574999999999974,2021-08-08,2021-08-08,10.0
6.0,0.4750000000000001,17.52499999999999,2021-08-09,2021-08-09,9.0
6.0,2.0,15.0,2021-08-10,2021-08-10,7.0
7.0,1.475,17.52499999999999,2021-08-11,2021-08-11,10.0
6.0,1.475,20.09999999999997,2021-08-12,2021-08-12,11.0
6.0,2.0,18.049999999999983,2021-08-13,2021-08-13,8.0
7.0,1.0,17.049999999999983,2021-08-14,2021-08-14,10.0
7.0,2.0,19.67499999999994,2021-08-15,2021-08-15,10.0
6.0,1.0,16.52499999999999,2021-08-16,2021-08-16,8.0
6.0,1.475,17.52499999999999,2021-08-17,2021-08-17,6.0
6.0,1.475,15.0,2021-08-18,2021-08-18,9.0
5.0,1.0,14.524999999999991,2021-08-19,2021-08-19,12.0
5.0,1.475,15.524999999999991,2021-08-20,2021-08-20,9.0
6.0,1.0,15.0,2021-08-21,2021-08-21,5.0
5.5,1.475,12.0,2021-08-22,2021-08-22,6.0
5.0,1.0,12.049999999999985,2021-08-23,2021-08-23,5.0
5.0,1.0,13.574999999999974,2021-08-24,2021-08-24,8.0
5.0,1.0,12.0,2021-08-25,2021-08-25,10.0
4.5,1.0,11.049999999999985,2021-08-26,2021-08-26,4.0
4.0,1.0,10.0,2021-08-27,2021-08-27,7.0
4.0,0.0,9.0,2021-08-28,2021-08-28,5.0
4.0,0.0,9.0,2021-08-29,2021-08-29,6.0
3.0,0.4750000000000001,8.524999999999991,2021-08-30,2021-08-30,8.0
3.0,0.0,8.0,2021-08-31,2021-08-31,7.0
3.0,1.0,9.049999999999985,2021-09-01,2021-09-01,1.0
3.0,0.0,8.0,2021-09-02,2021-09-02,5.0
3.0,0.0,7.524999999999992,2021-09-03,2021-09-03,8.0
3.0,0.0,8.0,2021-09-04,2021-09-04,7.0
3.0,0.0,9.0,2021-09-05,2021-09-05,5.0
3.0,0.4750000000000001,9.0,2021-09-06,2021-09-06,5.0
4.0,1.0,10.0,2021-09-07,2021-09-07,7.0
4.5,1.0,11.0,2021-09-08,2021-09-08,4.0
4.0,0.4750000000000001,11.524999999999991,2021-09-09,2021-09-09,11.0
5.0,1.0,12.0,2021-09-10,2021-09-10,6.0
5.0,1.0,11.524999999999991,2021-09-11,2021-09-11,6.0
5.0,0.0,13.0,2021-09-12,2021-09-12,6.0
6.0,1.0,14.524999999999991,2021-09-13,2021-09-13,6.0
6.0,1.0,14.0,2021-09-14,2021-09-14,8.0
6.0,1.0,15.524999999999991,2021-09-15,2021-09-15,4.0
6.0,1.0,14.0,2021-09-16,2021-09-16,2.0
6.0,1.475,15.0,2021-09-17,2021-09-17,4.0
6.0,1.475,13.049999999999985,2021-09-18,2021-09-18,5.0
6.0,1.0,13.524999999999991,2021-09-19,2021-09-19,5.0
7.0,1.0,14.524999999999991,2021-09-20,2021-09-20,7.0
6.0,2.0,14.524999999999991,2021-09-21,2021-09-21,4.0
6.0,1.0,13.0,2021-09-22,2021-09-22,2.0
7.0,1.475,14.524999999999991,2021-09-23,2021-09-23,1.0
6.0,1.0,16.099999999999966,2021-09-24,2021-09-24,4.0
6.0,2.0,12.0,2021-09-25,2021-09-25,4.0
6.0,2.475,12.574999999999974,2021-09-26,2021-09-26,5.0
6.0,1.0,12.524999999999991,2021-09-27,2021-09-27,4.0
6.0,1.475,13.0,2021-09-28,2021-09-28,7.0
5.5,1.0,13.0,2021-09-29,2021-09-29,1.0
5.0,1.0,12.0,2021-09-30,2021-09-30,1.0
5.0,1.0,12.524999999999991,2021-10-01,2021-10-01,3.0
5.0,1.0,11.524999999999991,2021-10-02,2021-10-02,1.0
5.0,1.0,11.0,2021-10-03,2021-10-03,1.0
5.0,1.475,12.0,2021-10-04,2021-10-04,1.0
5.0,1.0,11.0,2021-10-05,2021-10-05,2.0
5.0,1.0,11.049999999999985,2021-10-06,2021-10-06,2.0
4.0,1.0,10.0,2021-10-07,2021-10-07,3.0
5.0,1.0,10.524999999999991,2021-10-08,2021-10-08,0.0
5.0,1.0,9.524999999999991,2021-10-09,2021-10-09,3.0
5.0,0.0,10.524999999999991,2021-10-10,2021-10-10,1.0
5.0,1.0,9.0,2021-10-11,2021-10-11,2.0
5.0,1.0,11.0,2021-10-12,2021-10-12,2.0
4.0,1.0,9.0,2021-10-13,2021-10-13,4.0
5.0,2.0,11.0,2021-10-14,2021-10-14,2.0
4.0,1.0,9.524999999999991,2021-10-15,2021-10-15,2.0
4.0,1.0,10.0,2021-10-16,2021-10-16,2.0
5.0,1.0,9.0,2021-10-17,2021-10-17,1.0
4.0,1.0,10.0,2021-10-18,2021-10-18,2.0
4.0,1.0,10.524999999999991,2021-10-19,2021-10-19,2.0
5.0,1.0,11.0,2021-10-20,2021-10-20,0.0
4.0,1.0,9.0,2021-10-21,2021-10-21,4.0
4.0,1.0,9.049999999999985,2021-10-22,2021-10-22,0.0
4.0,1.0,9.0,2021-10-23,2021-10-23,4.0
4.0,1.0,8.524999999999991,2021-10-24,2021-10-24,2.0
4.0,1.0,9.524999999999991,2021-10-25,2021-10-25,3.0
5.0,1.0,9.524999999999991,2021-10-26,2021-10-26,1.0
4.0,1.0,8.0,2021-10-27,2021-10-27,6.0
4.0,1.0,10.0,2021-10-28,2021-10-28,0.0
4.0,1.0,7.524999999999992,2021-10-29,2021-10-29,1.0
4.0,1.0,9.0,2021-10-30,2021-10-30,1.0
4.0,1.0,9.524999999999991,2021-10-31,2021-10-31,0.0
3.0,0.4750000000000001,8.0,2021-11-01,2021-11-01,0.0
3.0,1.0,7.0,2021-11-02,2021-11-02,2.0
3.0,0.0,6.0,2021-11-03,2021-11-03,2.0
2.0,0.0,5.0,2021-11-04,2021-11-04,0.0
2.0,0.0,5.0,2021-11-05,2021-11-05,5.0
2.0,0.0,4.5249999999999915,2021-11-06,2021-11-06,2.0
2.0,0.0,5.0,2021-11-07,2021-11-07,2.0
2.0,0.0,4.0,2021-11-08,2021-11-08,2.0
2.0,0.0,4.5249999999999915,2021-11-09,2021-11-09,4.0
1.0,0.0,4.0,2021-11-10,2021-11-10,4.0
1.0,0.0,4.5249999999999915,2021-11-11,2021-11-11,2.0
1.0,0.0,4.0,2021-11-12,2021-11-12,1.0
2.0,0.0,5.5249999999999915,2021-11-13,2021-11-13,4.0
2.0,0.0,5.5249999999999915,2021-11-14,2021-11-14,4.0
2.0,0.0,6.0,2021-11-15,2021-11-15,3.0
3.0,0.0,6.0,2021-11-16,2021-11-16,2.0
3.0,0.0,7.0,2021-11-17,2021-11-17,2.0
3.0,0.0,6.0,2021-11-18,2021-11-18,5.0
4.0,1.0,8.0,2021-11-19,2021-11-19,2.0
5.0,1.0,10.0,2021-11-20,2021-11-20,6.0
5.0,2.0,9.0,2021-11-21,2021-11-21,0.0
5.0,2.0,10.524999999999991,2021-11-22,2021-11-22,4.0
6.0,1.475,11.0,2021-11-23,2021-11-23,6.0
7.0,2.0,13.0,2021-11-24,2021-11-24,5.0
7.0,3.0,15.524999999999991,2021-11-25,2021-11-25,4.0
8.5,4.0,14.0,2021-11-26,2021-11-26,5.0
9.0,4.0,17.52499999999999,2021-11-27,2021-11-27,1.0
9.5,4.0,16.52499999999999,2021-11-28,2021-11-28,7.0
12.0,5.475,17.52499999999999,2021-11-29,2021-11-29,2.0
12.0,6.0,21.0,2021-11-30,2021-11-30,4.0
13.0,7.0,22.0,2021-12-01,2021-12-01,7.0
15.0,7.475,24.0,2021-12-02,2021-12-02,7.0
15.0,8.0,23.52499999999999,2021-12-03,2021-12-03,8.0
16.0,8.475,25.52499999999999,2021-12-04,2021-12-04,2.0
16.0,8.475,23.0,2021-12-05,2021-12-05,4.0
17.0,6.0,24.52499999999999,2021-12-06,2021-12-06,6.0
17.0,9.0,26.52499999999999,2021-12-07,2021-12-07,10.0
16.0,8.0,25.52499999999999,2021-12-08,2021-12-08,7.0
17.0,9.475,25.0,2021-12-09,2021-12-09,5.0
16.0,9.475,23.52499999999999,2021-12-10,2021-12-10,14.0
16.0,8.95,24.52499999999999,2021-12-11,2021-12-11,6.0
16.0,8.475,24.52499999999999,2021-12-12,2021-12-12,3.0
16.5,9.0,24.52499999999999,2021-12-13,2021-12-13,8.0
16.0,10.0,25.52499999999999,2021-12-14,2021-12-14,4.0
17.0,10.0,26.0,2021-12-15,2021-12-15,12.0
17.0,8.0,24.52499999999999,2021-12-16,2021-12-16,7.0
17.0,9.475,26.0,2021-12-17,2021-12-17,16.0
17.0,8.475,24.0,2021-12-18,2021-12-18,4.0
17.0,6.475,26.52499999999999,2021-12-19,2021-12-19,8.0
18.0,8.0,29.0,2021-12-20,2021-12-20,11.0
18.0,9.475,26.52499999999999,2021-12-21,2021-12-21,10.0
20.0,8.475,28.52499999999999,2021-12-22,2021-12-22,10.0
20.5,11.0,28.0,2021-12-23,2021-12-23,8.0
20.0,12.475,31.0,2021-12-24,2021-12-24,12.0
19.0,10.475,28.0,2021-12-25,2021-12-25,13.0
19.0,12.0,29.52499999999999,2021-12-26,2021-12-26,11.0
19.0,9.475,27.0,2021-12-27,2021-12-27,22.0
18.0,9.0,25.52499999999999,2021-12-28,2021-12-28,24.0
17.0,8.9,26.0,2021-12-29,2021-12-29,15.0
18.0,9.475,27.52499999999999,2021-12-30,2021-12-30,20.0
18.0,8.475,27.0,2021-12-31,2021-12-31,19.0
19.0,10.475,28.52499999999999,2022-01-01,2022-01-01,25.0
18.5,11.0,29.52499999999999,2022-01-02,2022-01-02,25.0
21.0,9.95,34.04999999999998,2022-01-03,2022-01-03,36.0
23.0,14.475,35.52499999999999,2022-01-04,2022-01-04,37.0
24.0,14.0,35.0,2022-01-05,2022-01-05,35.0
26.0,15.475,37.52499999999999,2022-01-06,2022-01-06,27.0
29.0,19.0,43.52499999999999,2022-01-07,2022-01-07,34.0
35.0,24.0,48.574999999999974,2022-01-08,2022-01-08,30.0
39.0,25.475,55.0,2022-01-09,2022-01-09,34.0
45.5,32.475,60.52499999999999,2022-01-10,2022-01-10,48.0
50.5,33.0,67.04999999999998,2022-01-11,2022-01-11,58.0
59.0,43.0,72.0,2022-01-12,2022-01-12,54.0
63.0,44.475,81.0,2022-01-13,2022-01-13,33.0
68.5,50.475,90.0,2022-01-14,2022-01-14,49.0
74.0,57.425,94.525,2022-01-15,2022-01-15,31.0
79.0,62.475,97.0,2022-01-16,2022-01-16,38.0
83.5,64.425,108.04999999999998,2022-01-17,2022-01-17,61.0
85.5,66.475,106.0,2022-01-18,2022-01-18,52.0
92.0,72.475,110.04999999999998,2022-01-19,2022-01-19,69.0
90.0,73.0,113.525,2022-01-20,2022-01-20,56.0
92.0,76.0,109.0,2022-01-21,2022-01-21,43.0
91.5,73.95,111.04999999999998,2022-01-22,2022-01-22,38.0
91.0,73.425,112.62499999999996,2022-01-23,2022-01-23,45.0
89.0,71.0,112.09999999999997,2022-01-24,2022-01-24,72.0
85.5,67.475,105.04999999999998,2022-01-25,2022-01-25,68.0
84.5,60.475,103.09999999999997,2022-01-26,2022-01-26,72.0
83.0,65.425,104.525,2022-01-27,2022-01-27,58.0
81.0,64.95,100.0,2022-01-28,2022-01-28,44.0
77.0,59.95,99.04999999999998,2022-01-29,2022-01-29,51.0
75.0,60.0,94.57499999999996,2022-01-30,2022-01-30,45.0
75.0,61.0,93.0,2022-01-31,2022-01-31,54.0
73.0,52.475,94.04999999999998,2022-02-01,2022-02-01,54.0
72.0,53.0,90.525,2022-02-02,2022-02-02,67.0
68.0,52.0,89.52499999999999,2022-02-03,2022-02-03,57.0
66.0,51.475,86.0,2022-02-04,2022-02-04,35.0
61.5,46.475,85.0,2022-02-05,2022-02-05,40.0
63.0,48.0,81.0,2022-02-06,2022-02-06,33.0
60.0,43.0,84.57499999999997,2022-02-07,2022-02-07,44.0
58.0,41.0,83.04999999999998,2022-02-08,2022-02-08,52.0
55.0,40.0,71.04999999999998,2022-02-09,2022-02-09,29.0
51.0,39.0,77.04999999999998,2022-02-10,2022-02-10,33.0
48.0,34.0,64.04999999999998,2022-02-11,2022-02-11,26.0
43.0,32.0,60.099999999999966,2022-02-12,2022-02-12,14.0
40.0,27.475,53.0,2022-02-13,2022-02-13,21.0
35.0,23.475,52.0,2022-02-14,2022-02-14,26.0
30.5,21.475,47.0,2022-02-15,2022-02-15,20.0
27.0,14.475,42.52499999999999,2022-02-16,2022-02-16,19.0
25.0,13.475,37.574999999999974,2022-02-17,2022-02-17,19.0
21.0,12.0,31.0,2022-02-18,2022-02-18,22.0
18.0,9.475,29.52499999999999,2022-02-19,2022-02-19,18.0
16.0,9.475,24.0,2022-02-20,2022-02-20,21.0
14.0,6.0,22.0,2022-02-21,2022-02-21,22.0
13.0,6.0,22.049999999999983,2022-02-22,2022-02-22,24.0
11.0,4.0,19.049999999999983,2022-02-23,2022-02-23,20.0
10.0,3.475,18.52499999999999,2022-02-24,2022-02-24,21.0
9.0,3.0,14.524999999999991,2022-02-25,2022-02-25,15.0
8.0,2.0,15.0,2022-02-26,2022-02-26,12.0
8.0,3.0,14.0,2022-02-27,2022-02-27,8.0
6.0,2.475,13.0,2022-02-28,2022-02-28,10.0
6.0,2.0,12.0,2022-03-01,2022-03-01,23.0
6.0,1.0,11.0,2022-03-02,2022-03-02,15.0
6.0,2.0,12.524999999999991,2022-03-03,2022-03-03,19.0
6.0,2.0,12.524999999999991,2022-03-04,2022-03-04,5.0
6.0,2.0,11.0,2022-03-05,2022-03-05,12.0
6.0,2.0,12.524999999999991,2022-03-06,2022-03-06,10.0
6.0,2.0,11.524999999999991,2022-03-07,2022-03-07,18.0
5.0,2.0,12.524999999999991,2022-03-08,2022-03-08,18.0
6.0,2.0,11.524999999999991,2022-03-09,2022-03-09,12.0
6.0,2.0,13.0,2022-03-10,2022-03-10,15.0
6.0,1.0,12.0,2022-03-11,2022-03-11,20.0
7.0,2.475,13.0,2022-03-12,2022-03-12,8.0
7.0,2.0,12.524999999999991,2022-03-13,2022-03-13,11.0
8.0,3.0,13.0,2022-03-14,2022-03-14,16.0
9.0,4.0,17.624999999999957,2022-03-15,2022-03-15,21.0
9.0,4.0,16.0,2022-03-16,2022-03-16,22.0
9.0,3.475,17.0,2022-03-17,2022-03-17,22.0
10.0,5.0,17.049999999999983,2022-03-18,2022-03-18,13.0
10.0,4.0,18.0,2022-03-19,2022-03-19,14.0
12.0,4.0,20.52499999999999,2022-03-20,2022-03-20,12.0
12.5,7.0,23.52499999999999,2022-03-21,2022-03-21,32.0
13.0,6.0,21.0,2022-03-22,2022-03-22,18.0
14.0,6.0,24.52499999999999,2022-03-23,2022-03-23,27.0
14.0,7.0,24.049999999999983,2022-03-24,2022-03-24,16.0
15.5,9.0,24.0,2022-03-25,2022-03-25,19.0
15.5,9.475,25.0,2022-03-26,2022-03-26,18.0
15.0,7.475,24.049999999999983,2022-03-27,2022-03-27,17.0
15.0,9.0,27.0,2022-03-28,2022-03-28,21.0
16.0,9.475,25.0,2022-03-29,2022-03-29,21.0
16.0,9.475,24.0,2022-03-30,2022-03-30,21.0
15.0,9.0,24.0,2022-03-31,2022-03-31,30.0
16.0,7.475,25.0,2022-04-01,2022-04-01,21.0
15.0,8.475,24.52499999999999,2022-04-02,2022-04-02,11.0
15.0,8.0,27.049999999999983,2022-04-03,2022-04-03,13.0
15.0,9.475,25.574999999999974,2022-04-04,2022-04-04,18.0
15.0,8.0,23.0,2022-04-05,2022-04-05,27.0
15.0,7.95,23.0,2022-04-06,2022-04-06,28.0
14.5,7.0,22.0,2022-04-07,2022-04-07,25.0
14.0,7.0,25.049999999999983,2022-04-08,2022-04-08,17.0
15.0,9.0,21.049999999999983,2022-04-09,2022-04-09,19.0
14.0,8.0,21.52499999999999,2022-04-10,2022-04-10,19.0
14.0,8.475,21.52499999999999,2022-04-11,2022-04-11,18.0
14.0,9.0,21.0,2022-04-12,2022-04-12,16.0
14.0,8.0,21.0,2022-04-13,2022-04-13,15.0
12.5,7.0,21.0,2022-04-14,2022-04-14,14.0
13.0,6.475,21.0,2022-04-15,2022-04-15,10.0
13.0,6.475,20.52499999999999,2022-04-16,2022-04-16,13.0
12.0,5.475,19.52499999999999,2022-04-17,2022-04-17,7.0
11.0,7.0,17.52499999999999,2022-04-18,2022-04-18,13.0
10.0,4.475,18.0,2022-04-19,2022-04-19,19.0
11.0,5.0,18.0,2022-04-20,2022-04-20,8.0
10.0,3.0,15.0,2022-04-21,2022-04-21,14.0
9.0,4.0,17.0,2022-04-22,2022-04-22,6.0
8.0,3.475,15.0,2022-04-23,2022-04-23,9.0
8.0,1.95,14.524999999999991,2022-04-24,2022-04-24,8.0
7.0,1.475,13.0,2022-04-25,2022-04-25,17.0
7.0,3.0,12.524999999999991,2022-04-26,2022-04-26,16.0
6.0,2.0,11.0,2022-04-27,2022-04-27,19.0
5.0,2.0,12.0,2022-04-28,2022-04-28,12.0
5.0,2.0,9.0,2022-04-29,2022-04-29,6.0
5.0,1.0,9.0,2022-04-30,2022-04-30,6.0
5.0,1.0,9.0,2022-05-01,2022-05-01,11.0
5.0,1.0,10.0,2022-05-02,2022-05-02,17.0
5.0,1.0,8.0,2022-05-03,2022-05-03,15.0
5.0,1.0,10.0,2022-05-04,2022-05-04,8.0
4.0,1.475,8.0,2022-05-05,2022-05-05,9.0
4.0,1.0,10.0,2022-05-06,2022-05-06,9.0
5.0,1.475,8.0,2022-05-07,2022-05-07,5.0
4.5,1.0,9.0,2022-05-08,2022-05-08,4.0
4.0,1.0,8.524999999999991,2022-05-09,2022-05-09,10.0
4.0,1.0,8.0,2022-05-10,2022-05-10,9.0
4.0,1.0,9.524999999999991,2022-05-11,2022-05-11,10.0
4.0,1.0,8.524999999999991,2022-05-12,2022-05-12,14.0
4.0,1.0,8.0,2022-05-13,2022-05-13,4.0
4.0,1.0,9.524999999999991,2022-05-14,2022-05-14,8.0
4.0,1.0,8.0,2022-05-15,2022-05-15,6.0
4.0,0.0,8.0,2022-05-16,2022-05-16,10.0
4.0,1.0,9.0,2022-05-17,2022-05-17,14.0
4.0,1.0,9.0,2022-05-18,2022-05-18,15.0
4.0,1.0,8.0,2022-05-19,2022-05-19,12.0
3.0,0.4750000000000001,8.0,2022-05-20,2022-05-20,10.0
4.0,0.4750000000000001,7.0,2022-05-21,2022-05-21,4.0
3.0,0.0,8.0,2022-05-22,2022-05-22,7.0
